Transaction_ID,Customer_ID,diff_items,total_items,order_value,date,GENDER,AGE,GEOGRAPHY,month,is_holiday
30,4776,1,1,5.38,2021-01-02,F,61.0,Netherlands,1,False
31,6459,2,3,3.63,2021-01-02,F,40.0,France,1,False
32,2546,1,1,3.63,2021-01-02,M,31.0,Germany,1,False
33,1595,1,1,2.0,2021-01-02,F,49.0,Spain,1,False
34,4022,2,2,13.92,2021-01-02,M,32.0,Germany,1,False
35,2438,2,2,7.43,2021-01-02,F,44.0,UK,1,False
36,6179,2,2,10.6,2021-01-02,M,26.0,Italy,1,False
37,4316,2,2,10.78,2021-01-02,M,33.0,Germany,1,False
38,3391,1,1,5.32,2021-01-02,F,54.0,Greece,1,False
39,1655,3,3,52.1,2021-01-02,M,27.0,Italy,1,False
40,3883,3,3,10.97,2021-01-02,M,23.0,Italy,1,False
41,3883,1,1,4.23,2021-01-02,M,23.0,Italy,1,False
42,6797,1,1,2.31,2021-01-02,M,28.0,Germany,1,False
43,8521,1,1,5.73,2021-01-02,M,37.0,Germany,1,False
44,2476,1,1,6.62,2021-01-02,M,27.0,Germany,1,False
45,824,1,1,30.0,2021-01-02,F,55.0,Greece,1,False
46,3785,2,2,23.15,2021-01-02,M,36.0,Germany,1,False
47,1098,3,5,31.27,2021-01-02,F,58.0,Netherlands,1,False
48,6112,3,3,19.490000000000002,2021-01-02,M,22.0,Italy,1,False
49,8515,1,1,14.43,2021-01-02,F,43.0,France,1,False
50,708,1,1,6.88,2021-01-02,M,31.0,Germany,1,False
51,5097,1,1,7.23,2021-01-02,M,25.0,Italy,1,False
52,8473,1,1,4.43,2021-01-02,M,25.0,Italy,1,False
53,9011,1,1,16.12,2021-01-02,M,36.0,Germany,1,False
54,4720,2,2,9.920000000000002,2021-01-02,F,56.0,Greece,1,False
55,4414,4,4,22.09,2021-01-02,F,67.0,Netherlands,1,False
56,2125,1,1,4.5,2021-01-02,F,39.0,Germany,1,False
57,2562,2,2,10.96,2021-01-02,M,27.0,Germany,1,False
58,473,2,5,16.87,2021-01-02,F,54.0,Greece,1,False
59,9113,1,1,1.89,2021-01-02,M,23.0,Italy,1,False
60,7096,1,1,6.4,2021-01-02,F,40.0,France,1,False
61,3708,1,1,10.57,2021-01-02,M,35.0,Germany,1,False
62,1794,1,1,8.6,2021-01-02,F,46.0,UK,1,False
63,8537,5,6,48.03,2021-01-02,M,31.0,Germany,1,False
64,3992,4,5,26.189999999999998,2021-01-02,M,18.0,Italy,1,False
65,7488,3,3,9.12,2021-01-02,F,57.0,Greece,1,False
66,4604,3,3,14.83,2021-01-02,F,56.0,Greece,1,False
67,9108,1,1,8.25,2021-01-02,M,18.0,Italy,1,False
68,4783,2,2,17.799999999999997,2021-01-02,F,58.0,Netherlands,1,False
69,2988,1,1,11.32,2021-01-02,F,59.0,Netherlands,1,False
70,5373,1,1,3.7,2021-01-02,M,36.0,Germany,1,False
71,1765,2,2,9.41,2021-01-02,M,32.0,Germany,1,False
72,5852,1,1,2.43,2021-01-02,M,32.0,Germany,1,False
73,4948,1,1,3.63,2021-01-02,M,29.0,Germany,1,False
74,4530,1,1,4.91,2021-01-02,M,32.0,Germany,1,False
75,4948,1,1,6.0,2021-01-02,M,29.0,Germany,1,False
76,4122,9,18,119.18,2021-01-02,M,18.0,Italy,1,False
77,981,3,3,21.25,2021-01-02,M,25.0,Italy,1,False
78,9628,1,1,8.32,2021-01-02,F,54.0,Greece,1,False
79,8048,2,2,9.129999999999999,2021-01-02,M,29.0,Germany,1,False
80,8470,1,1,18.32,2021-01-02,F,46.0,UK,1,False
81,6891,1,1,19.63,2021-01-02,F,49.0,Spain,1,False
82,6268,1,1,1.84,2021-01-02,F,69.0,Netherlands,1,False
83,3588,1,2,15.75,2021-01-02,F,54.0,Greece,1,False
84,178,2,2,58.99,2021-01-02,F,47.0,UK,1,False
85,5721,2,2,10.71,2021-01-02,M,19.0,Italy,1,False
86,1725,2,3,12.709999999999999,2021-01-02,F,47.0,UK,1,False
87,8541,1,1,4.57,2021-01-02,F,54.0,Greece,1,False
88,6994,1,1,19.0,2021-01-02,F,54.0,Greece,1,False
89,2844,1,1,1.02,2021-01-02,M,30.0,Germany,1,False
90,3,3,4,10.92,2021-01-02,F,49.0,Spain,1,False
91,427,3,3,15.19,2021-01-02,M,22.0,Italy,1,False
92,3235,1,1,4.19,2021-01-02,F,52.0,Greece,1,False
93,4670,2,2,9.11,2021-01-02,M,18.0,Italy,1,False
94,957,1,1,4.19,2021-01-02,M,25.0,Italy,1,False
95,7408,1,1,17.5,2021-01-02,F,43.0,France,1,False
96,6523,2,2,3.88,2021-01-02,F,43.0,France,1,False
97,4803,2,2,11.940000000000001,2021-01-02,F,50.0,Spain,1,False
98,2826,2,2,10.91,2021-01-02,F,47.0,Spain,1,False
99,4332,1,1,10.12,2021-01-02,M,18.0,Italy,1,False
100,3131,1,1,3.34,2021-01-02,F,49.0,Spain,1,False
101,7141,1,1,2.43,2021-01-02,F,57.0,Greece,1,False
102,5948,1,1,10.56,2021-01-02,F,49.0,Spain,1,False
103,2826,1,1,6.07,2021-01-02,F,47.0,Spain,1,False
104,6848,3,3,17.77,2021-01-02,M,18.0,Italy,1,False
105,1585,8,8,52.3,2021-01-02,F,39.0,France,1,False
106,1908,4,4,18.75,2021-01-02,M,22.0,Italy,1,False
107,195,2,2,13.1,2021-01-02,F,46.0,UK,1,False
108,5204,2,2,12.75,2021-01-02,F,52.0,Greece,1,False
109,2826,2,2,20.82,2021-01-02,F,47.0,Spain,1,False
110,2530,1,1,1.58,2021-01-02,M,28.0,Germany,1,False
111,7355,1,1,5.64,2021-01-02,M,23.0,Italy,1,False
112,3764,2,2,5.96,2021-01-02,M,26.0,Italy,1,False
113,7443,1,1,25.62,2021-01-02,M,31.0,Germany,1,False
114,4839,2,2,10.09,2021-01-02,F,43.0,France,1,False
115,3011,4,4,24.47,2021-01-02,M,25.0,Italy,1,False
116,1659,2,2,35.41,2021-01-02,M,36.0,Germany,1,False
117,8288,1,1,1.68,2021-01-02,M,32.0,Germany,1,False
118,5170,1,1,6.27,2021-01-02,M,35.0,Germany,1,False
119,4817,1,1,20.75,2021-01-02,M,36.0,Germany,1,False
120,7126,1,1,11.46,2021-01-02,M,35.0,Germany,1,False
121,1577,1,1,10.5,2021-01-02,F,41.0,France,1,False
122,3592,1,1,1.68,2021-01-02,F,38.0,Germany,1,False
123,2617,3,3,9.23,2021-01-02,F,42.0,France,1,False
124,1614,1,1,5.32,2021-01-02,F,54.0,Greece,1,False
125,8814,1,1,4.5,2021-01-02,M,31.0,Germany,1,False
126,6901,2,2,11.52,2021-01-02,F,42.0,France,1,False
127,454,1,1,6.07,2021-01-02,F,45.0,UK,1,False
128,3610,1,1,11.94,2021-01-02,M,18.0,Italy,1,False
129,5293,1,1,7.02,2021-01-02,M,18.0,Italy,1,False
130,5219,1,1,4.06,2021-01-02,M,36.0,Germany,1,False
131,2285,2,2,9.89,2021-01-02,F,40.0,France,1,False
132,6874,1,1,8.52,2021-01-02,F,40.0,France,1,False
133,6045,1,1,1.97,2021-01-02,F,51.0,Greece,1,False
134,343,1,1,6.75,2021-01-02,F,48.0,Spain,1,False
135,8635,1,1,11.94,2021-01-02,M,23.0,Italy,1,False
136,399,2,2,10.43,2021-01-02,F,46.0,UK,1,False
137,5541,2,2,21.61,2021-01-02,F,60.0,Netherlands,1,False
138,1891,2,2,9.82,2021-01-02,F,55.0,Greece,1,False
139,5778,1,1,8.69,2021-01-02,M,34.0,Germany,1,False
140,3156,1,1,8.87,2021-01-02,M,31.0,Germany,1,False
141,3180,2,2,18.42,2021-01-02,F,43.0,France,1,False
142,131,1,1,16.8,2021-01-03,F,51.0,Greece,1,False
143,3530,2,2,16.23,2021-01-03,F,40.0,France,1,False
144,692,2,2,11.920000000000002,2021-01-03,M,26.0,Italy,1,False
145,692,1,1,8.32,2021-01-03,M,26.0,Italy,1,False
146,3376,1,1,5.87,2021-01-03,M,32.0,Germany,1,False
147,2223,1,1,14.6,2021-01-03,F,45.0,UK,1,False
148,6806,3,4,13.100000000000001,2021-01-03,M,18.0,Italy,1,False
149,4993,1,1,6.5,2021-01-03,M,34.0,Germany,1,False
150,6854,3,3,29.16,2021-01-03,M,37.0,Germany,1,False
151,4775,2,2,14.44,2021-01-03,M,33.0,Germany,1,False
152,6727,1,1,4.5,2021-01-03,M,30.0,Germany,1,False
153,191,1,1,4.38,2021-01-03,F,45.0,UK,1,False
154,2422,4,4,20.95,2021-01-03,M,28.0,Germany,1,False
155,8553,4,4,31.75,2021-01-03,F,44.0,UK,1,False
156,6504,2,2,16.58,2021-01-03,M,32.0,Germany,1,False
157,8907,1,1,2.68,2021-01-03,F,42.0,France,1,False
158,1284,2,2,11.84,2021-01-03,F,49.0,Spain,1,False
159,3724,1,1,11.46,2021-01-03,M,18.0,Italy,1,False
160,1762,2,2,12.080000000000002,2021-01-03,M,23.0,Italy,1,False
161,5034,1,1,5.46,2021-01-03,F,39.0,Germany,1,False
162,9251,3,5,35.13,2021-01-03,M,37.0,Germany,1,False
163,3837,2,2,8.35,2021-01-03,M,21.0,Italy,1,False
164,6701,2,2,28.93,2021-01-03,F,39.0,France,1,False
165,2257,1,1,4.91,2021-01-03,M,18.0,Italy,1,False
166,1128,1,1,5.25,2021-01-03,M,22.0,Italy,1,False
167,8417,1,1,11.25,2021-01-03,M,34.0,Germany,1,False
168,1894,1,1,10.56,2021-01-03,M,24.0,Italy,1,False
169,8308,2,2,7.289999999999999,2021-01-03,M,23.0,Italy,1,False
170,3695,1,1,9.5,2021-01-03,F,65.0,Netherlands,1,False
171,3848,1,1,9.4,2021-01-03,F,47.0,UK,1,False
172,7077,3,4,18.95,2021-01-03,M,32.0,Germany,1,False
173,6422,1,1,5.56,2021-01-03,F,40.0,France,1,False
174,4046,3,3,6.17,2021-01-03,M,19.0,Italy,1,False
175,3827,2,4,4.23,2021-01-03,M,18.0,Italy,1,False
176,3913,1,1,5.73,2021-01-03,M,24.0,Italy,1,False
177,3226,3,3,8.43,2021-01-03,F,50.0,Spain,1,False
178,2057,1,1,5.12,2021-01-03,F,45.0,UK,1,False
179,1906,2,2,9.93,2021-01-03,M,33.0,Germany,1,False
180,4022,2,2,31.049999999999997,2021-01-03,M,32.0,Germany,1,False
181,100,2,2,13.129999999999999,2021-01-03,M,18.0,Italy,1,False
182,6918,3,3,20.029999999999998,2021-01-03,M,18.0,Italy,1,False
183,7002,4,6,33.4,2021-01-03,F,58.0,Netherlands,1,False
184,3524,1,1,10.98,2021-01-03,M,26.0,Italy,1,False
185,4289,1,1,6.07,2021-01-03,M,37.0,Germany,1,False
186,5738,2,2,8.75,2021-01-03,F,39.0,Germany,1,False
187,8218,1,1,8.18,2021-01-03,F,53.0,Greece,1,False
188,3065,1,1,7.57,2021-01-03,F,38.0,Germany,1,False
189,2340,1,1,10.98,2021-01-03,F,43.0,France,1,False
190,2767,1,1,6.0,2021-01-03,M,26.0,Italy,1,False
191,275,1,1,5.46,2021-01-03,M,18.0,Italy,1,False
192,5080,1,1,7.43,2021-01-03,F,43.0,France,1,False
193,2649,2,2,11.920000000000002,2021-01-03,F,53.0,Greece,1,False
194,841,1,2,11.73,2021-01-03,M,27.0,Germany,1,False
195,3317,1,1,5.73,2021-01-03,F,38.0,Germany,1,False
196,6471,1,1,5.12,2021-01-03,F,44.0,UK,1,False
197,2978,1,1,5.56,2021-01-03,M,26.0,Italy,1,False
198,6045,1,1,8.12,2021-01-03,F,51.0,Greece,1,False
199,9157,1,1,30.87,2021-01-03,F,41.0,France,1,False
200,4421,3,3,13.71,2021-01-03,M,22.0,Italy,1,False
201,1862,2,3,4.24,2021-01-03,F,40.0,France,1,False
202,2132,1,1,6.75,2021-01-03,M,26.0,Italy,1,False
203,2686,1,1,4.02,2021-01-03,M,35.0,Germany,1,False
204,6325,2,2,14.86,2021-01-03,F,47.0,Spain,1,False
205,7945,1,1,10.57,2021-01-03,M,33.0,Germany,1,False
206,6587,1,1,6.27,2021-01-03,F,38.0,Germany,1,False
207,1660,1,1,4.19,2021-01-03,F,55.0,Greece,1,False
208,1134,1,1,7.43,2021-01-03,F,47.0,Spain,1,False
209,3645,1,1,18.32,2021-01-03,M,27.0,Germany,1,False
210,9340,1,1,6.4,2021-01-03,M,24.0,Italy,1,False
211,8356,4,4,25.689999999999998,2021-01-04,F,40.0,France,1,False
212,8858,8,11,93.52,2021-01-04,F,55.0,Greece,1,False
213,7304,1,1,5.1,2021-01-04,M,37.0,Germany,1,False
214,5475,6,10,71.03,2021-01-04,F,51.0,Greece,1,False
215,5475,1,2,2.47,2021-01-04,F,51.0,Greece,1,False
216,2400,2,2,9.0,2021-01-04,F,43.0,France,1,False
217,3530,3,5,32.09,2021-01-04,F,40.0,France,1,False
218,1863,7,10,38.34,2021-01-04,M,27.0,Germany,1,False
219,3006,1,3,24.63,2021-01-04,M,18.0,Italy,1,False
220,9583,2,2,7.91,2021-01-04,F,54.0,Greece,1,False
221,7257,1,1,7.23,2021-01-04,F,51.0,Greece,1,False
222,8636,1,1,7.71,2021-01-04,M,35.0,Germany,1,False
223,3543,3,3,22.94,2021-01-04,F,49.0,Spain,1,False
224,911,1,1,9.88,2021-01-04,M,32.0,Germany,1,False
225,6192,3,3,46.599999999999994,2021-01-04,F,47.0,Spain,1,False
226,6343,1,1,8.46,2021-01-04,F,48.0,Spain,1,False
227,2883,1,1,5.46,2021-01-04,F,55.0,Greece,1,False
228,2477,2,2,7.02,2021-01-04,M,33.0,Germany,1,False
229,6887,1,1,2.13,2021-01-04,F,38.0,Germany,1,False
230,6723,4,6,35.05,2021-01-04,F,57.0,Greece,1,False
231,2822,1,1,5.79,2021-01-04,F,49.0,Spain,1,False
232,4815,4,7,70.19,2021-01-04,F,39.0,Germany,1,False
233,3344,5,6,36.45,2021-01-04,M,34.0,Germany,1,False
234,6843,2,2,10.67,2021-01-04,F,43.0,France,1,False
235,5752,4,8,42.23,2021-01-04,F,50.0,Spain,1,False
236,8008,2,2,11.870000000000001,2021-01-04,M,34.0,Germany,1,False
237,424,1,1,3.41,2021-01-04,F,46.0,UK,1,False
238,6324,2,2,9.17,2021-01-04,F,40.0,France,1,False
239,8635,2,2,18.81,2021-01-04,M,23.0,Italy,1,False
240,8035,1,1,24.93,2021-01-04,F,38.0,Germany,1,False
241,4124,1,1,1.71,2021-01-04,F,71.0,Netherlands,1,False
242,176,1,1,2.68,2021-01-04,F,48.0,Spain,1,False
243,5984,3,4,25.02,2021-01-04,M,29.0,Germany,1,False
244,274,5,7,61.019999999999996,2021-01-04,M,34.0,Germany,1,False
245,8780,3,4,11.55,2021-01-04,F,41.0,France,1,False
246,1685,6,7,28.68,2021-01-04,M,21.0,Italy,1,False
247,6404,1,1,2.33,2021-01-04,F,48.0,Spain,1,False
248,7946,1,1,2.31,2021-01-04,F,69.0,Netherlands,1,False
249,1531,2,2,13.760000000000002,2021-01-04,M,20.0,Italy,1,False
250,3290,1,1,11.75,2021-01-04,F,41.0,France,1,False
251,2811,2,3,25.79,2021-01-04,F,39.0,France,1,False
252,7880,2,3,21.29,2021-01-04,F,43.0,France,1,False
253,4323,1,1,6.0,2021-01-04,M,32.0,Germany,1,False
254,60,1,3,6.24,2021-01-04,F,43.0,France,1,False
255,6670,5,9,104.14,2021-01-04,F,38.0,Germany,1,False
256,5449,1,1,11.94,2021-01-04,M,25.0,Italy,1,False
257,3036,1,1,5.38,2021-01-04,M,37.0,Germany,1,False
258,8727,1,1,3.46,2021-01-04,M,28.0,Germany,1,False
259,5241,4,8,38.23,2021-01-04,F,38.0,Germany,1,False
260,263,1,1,5.8,2021-01-04,F,47.0,Spain,1,False
261,2237,6,8,141.15,2021-01-04,F,42.0,France,1,False
262,477,2,2,56.94,2021-01-04,F,51.0,Greece,1,False
263,5259,3,3,4.24,2021-01-04,F,48.0,Spain,1,False
264,754,1,1,1.02,2021-01-04,M,37.0,Germany,1,False
265,3206,1,1,21.34,2021-01-04,M,18.0,Italy,1,False
266,8800,1,1,3.1,2021-01-04,M,21.0,Italy,1,False
267,8800,1,1,4.84,2021-01-04,M,21.0,Italy,1,False
268,3206,12,14,69.12,2021-01-04,M,18.0,Italy,1,False
269,4349,1,1,3.54,2021-01-04,M,27.0,Germany,1,False
270,1643,3,3,11.86,2021-01-04,F,46.0,UK,1,False
271,5038,2,2,25.93,2021-01-04,M,18.0,Italy,1,False
272,651,4,6,27.34,2021-01-04,F,54.0,Greece,1,False
273,7343,5,5,12.0,2021-01-04,F,57.0,Greece,1,False
274,6353,1,1,6.35,2021-01-04,M,23.0,Italy,1,False
275,5367,1,1,20.13,2021-01-04,M,24.0,Italy,1,False
276,5367,1,1,7.44,2021-01-04,M,24.0,Italy,1,False
277,2762,1,1,36.22,2021-01-04,F,53.0,Greece,1,False
278,8745,1,1,19.0,2021-01-04,M,23.0,Italy,1,False
279,3494,1,1,3.54,2021-01-04,F,46.0,UK,1,False
280,2071,6,6,42.620000000000005,2021-01-04,F,38.0,Germany,1,False
281,6854,2,2,23.130000000000003,2021-01-04,M,37.0,Germany,1,False
282,5541,7,8,108.11,2021-01-04,F,60.0,Netherlands,1,False
283,9145,1,1,5.79,2021-01-04,F,41.0,France,1,False
284,5939,1,1,6.38,2021-01-04,M,27.0,Germany,1,False
285,1635,2,3,22.35,2021-01-04,F,51.0,Greece,1,False
286,7340,1,1,5.91,2021-01-04,F,43.0,France,1,False
287,6809,2,10,49.38,2021-01-04,M,35.0,Germany,1,False
288,5175,2,6,6.35,2021-01-04,F,48.0,Spain,1,False
289,5175,1,1,6.35,2021-01-04,F,48.0,Spain,1,False
290,1997,2,2,14.46,2021-01-04,M,25.0,Italy,1,False
291,7130,2,4,4.4,2021-01-04,F,50.0,Greece,1,False
292,4372,4,4,31.810000000000002,2021-01-04,M,34.0,Germany,1,False
293,4604,9,9,64.44,2021-01-04,F,56.0,Greece,1,False
294,5770,1,1,7.88,2021-01-04,F,38.0,Germany,1,False
295,1669,2,2,18.24,2021-01-04,M,33.0,Germany,1,False
296,944,3,3,6.48,2021-01-04,M,33.0,Germany,1,False
297,1211,3,3,15.09,2021-01-04,M,36.0,Germany,1,False
298,3481,2,2,9.850000000000001,2021-01-04,M,27.0,Germany,1,False
299,94,2,2,18.189999999999998,2021-01-04,M,24.0,Italy,1,False
300,9375,1,1,25.83,2021-01-04,F,42.0,France,1,False
301,7901,1,1,2.0,2021-01-04,M,18.0,Italy,1,False
302,5339,3,5,16.1,2021-01-04,F,41.0,France,1,False
303,4047,1,1,5.73,2021-01-04,F,44.0,UK,1,False
304,7613,3,3,20.52,2021-01-04,M,18.0,Italy,1,False
305,6731,2,2,10.58,2021-01-04,M,23.0,Italy,1,False
306,8106,2,2,16.189999999999998,2021-01-04,F,54.0,Greece,1,False
307,6242,4,4,41.050000000000004,2021-01-04,F,39.0,Germany,1,False
308,8844,1,1,3.54,2021-01-04,F,45.0,UK,1,False
309,3802,2,3,14.66,2021-01-04,F,44.0,UK,1,False
310,8319,2,2,7.84,2021-01-04,M,28.0,Germany,1,False
311,4058,2,2,15.379999999999999,2021-01-04,F,43.0,France,1,False
312,9405,1,1,4.3,2021-01-04,F,51.0,Greece,1,False
313,167,2,3,24.900000000000002,2021-01-04,M,27.0,Germany,1,False
314,3989,3,3,36.46,2021-01-04,F,44.0,UK,1,False
315,167,2,2,9.290000000000001,2021-01-04,M,27.0,Germany,1,False
316,4707,2,62,34.09,2021-01-04,M,37.0,Germany,1,False
317,2367,2,2,16.29,2021-01-04,M,22.0,Italy,1,False
318,5934,1,1,11.52,2021-01-04,M,19.0,Italy,1,False
319,1264,1,1,11.37,2021-01-04,F,40.0,France,1,False
320,2272,1,1,4.94,2021-01-04,M,33.0,Germany,1,False
321,6742,4,4,23.73,2021-01-04,F,42.0,France,1,False
322,2246,2,2,15.530000000000001,2021-01-04,F,50.0,Spain,1,False
323,6184,2,2,8.04,2021-01-04,M,21.0,Italy,1,False
324,6075,2,2,16.16,2021-01-04,M,27.0,Germany,1,False
325,289,3,3,12.25,2021-01-04,F,48.0,Spain,1,False
326,4994,2,2,13.799999999999999,2021-01-04,M,18.0,Italy,1,False
327,6205,1,1,4.43,2021-01-04,M,33.0,Germany,1,False
328,8022,2,5,12.459999999999999,2021-01-04,M,20.0,Italy,1,False
329,2601,2,2,13.83,2021-01-04,F,38.0,Germany,1,False
330,5952,1,1,3.22,2021-01-04,M,31.0,Germany,1,False
331,779,1,1,8.25,2021-01-04,M,18.0,Italy,1,False
332,2547,1,1,12.69,2021-01-04,F,49.0,Spain,1,False
333,2770,1,1,10.5,2021-01-04,M,32.0,Germany,1,False
334,5568,2,2,10.670000000000002,2021-01-04,F,66.0,Netherlands,1,False
335,2092,1,1,5.38,2021-01-04,M,25.0,Italy,1,False
336,7330,2,3,13.559999999999999,2021-01-04,M,28.0,Germany,1,False
337,1082,3,4,58.63,2021-01-04,M,24.0,Italy,1,False
338,3855,1,1,10.02,2021-01-04,M,24.0,Italy,1,False
339,3767,3,3,17.09,2021-01-04,M,33.0,Germany,1,False
340,7795,2,2,15.15,2021-01-04,F,42.0,France,1,False
341,8638,1,1,7.43,2021-01-04,M,31.0,Germany,1,False
342,8990,1,3,8.37,2021-01-04,M,31.0,Germany,1,False
343,991,1,1,4.38,2021-01-04,M,21.0,Italy,1,False
344,2444,3,4,68.99,2021-01-04,F,50.0,Spain,1,False
345,7232,2,2,37.65,2021-01-04,M,27.0,Germany,1,False
346,8639,1,2,8.73,2021-01-04,F,41.0,France,1,False
347,428,1,1,4.91,2021-01-04,F,61.0,Netherlands,1,False
348,1350,2,2,11.04,2021-01-04,M,28.0,Germany,1,False
349,2572,4,6,43.25,2021-01-04,M,34.0,Germany,1,False
350,627,1,1,10.23,2021-01-04,M,29.0,Germany,1,False
351,3594,1,1,7.43,2021-01-04,M,25.0,Italy,1,False
352,7937,1,1,10.98,2021-01-04,F,42.0,France,1,False
353,5435,4,4,20.689999999999998,2021-01-04,M,18.0,Italy,1,False
354,2417,1,2,6.68,2021-01-04,M,37.0,Germany,1,False
355,3373,4,5,21.41,2021-01-04,M,24.0,Italy,1,False
356,2490,2,2,11.14,2021-01-04,F,41.0,France,1,False
357,8615,1,1,22.18,2021-01-04,M,18.0,Italy,1,False
358,688,2,2,7.699999999999999,2021-01-04,F,44.0,UK,1,False
359,2884,2,4,15.059999999999999,2021-01-04,M,23.0,Italy,1,False
360,9360,2,2,9.4,2021-01-04,M,34.0,Germany,1,False
361,2781,1,1,8.88,2021-01-04,M,21.0,Italy,1,False
362,237,1,1,8.52,2021-01-04,F,38.0,Germany,1,False
363,5990,3,3,11.59,2021-01-04,M,18.0,Italy,1,False
364,8079,5,7,64.46,2021-01-04,F,53.0,Greece,1,False
365,5621,2,2,11.690000000000001,2021-01-04,F,54.0,Greece,1,False
366,7902,1,1,6.25,2021-01-04,F,44.0,UK,1,False
367,8531,2,2,10.17,2021-01-04,F,47.0,UK,1,False
368,2132,2,3,21.130000000000003,2021-01-04,M,26.0,Italy,1,False
369,2512,3,3,8.38,2021-01-04,F,55.0,Greece,1,False
370,4553,1,1,4.84,2021-01-04,F,62.0,Netherlands,1,False
371,4553,1,1,6.35,2021-01-04,F,62.0,Netherlands,1,False
372,1134,2,3,13.5,2021-01-04,F,47.0,Spain,1,False
373,83,3,3,26.1,2021-01-04,F,38.0,Germany,1,False
374,6556,1,1,7.94,2021-01-04,F,50.0,Spain,1,False
375,9115,1,1,1.29,2021-01-04,M,18.0,Italy,1,False
376,8486,1,1,2.11,2021-01-04,M,18.0,Italy,1,False
377,4956,6,7,43.3,2021-01-04,F,53.0,Greece,1,False
378,5661,1,1,9.4,2021-01-04,F,38.0,Germany,1,False
379,5661,1,1,3.41,2021-01-04,F,38.0,Germany,1,False
380,5661,1,1,3.96,2021-01-04,F,38.0,Germany,1,False
381,8996,2,2,8.379999999999999,2021-01-04,F,51.0,Greece,1,False
382,5392,1,4,8.83,2021-01-04,M,25.0,Italy,1,False
383,3732,1,1,2.92,2021-01-05,F,65.0,Netherlands,1,False
384,8514,7,11,67.76,2021-01-05,M,19.0,Italy,1,False
385,2531,1,1,4.56,2021-01-05,F,57.0,Greece,1,False
386,3746,1,1,8.25,2021-01-05,F,39.0,Germany,1,False
387,6070,9,14,128.56,2021-01-05,M,22.0,Italy,1,False
388,4459,1,1,1.71,2021-01-05,M,36.0,Germany,1,False
389,3801,1,1,2.66,2021-01-05,M,27.0,Germany,1,False
390,4046,2,2,3.24,2021-01-05,M,19.0,Italy,1,False
391,7440,6,12,43.88,2021-01-05,M,32.0,Germany,1,False
392,5320,3,3,16.42,2021-01-05,F,49.0,Spain,1,False
393,7174,1,1,12.35,2021-01-05,F,49.0,Spain,1,False
394,5867,2,2,3.94,2021-01-05,M,23.0,Italy,1,False
395,6765,1,1,4.37,2021-01-05,M,31.0,Germany,1,False
396,339,2,3,10.23,2021-01-05,F,44.0,UK,1,False
397,4661,1,2,6.42,2021-01-05,F,44.0,UK,1,False
398,5941,3,3,15.39,2021-01-05,M,23.0,Italy,1,False
399,8328,2,2,4.0600000000000005,2021-01-05,F,46.0,UK,1,False
400,8909,1,1,11.25,2021-01-05,F,62.0,Netherlands,1,False
401,2843,1,2,16.42,2021-01-05,F,45.0,UK,1,False
402,3449,1,1,4.84,2021-01-05,F,49.0,Spain,1,False
403,6788,3,5,24.66,2021-01-05,F,65.0,Netherlands,1,False
404,1493,3,3,19.9,2021-01-05,M,18.0,Italy,1,False
405,5179,3,4,15.870000000000001,2021-01-05,F,52.0,Greece,1,False
406,8395,1,1,5.56,2021-01-05,M,34.0,Germany,1,False
